# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"They did not let the crisis go to waste but used it as an excuse to establish unprecedented government control over the nation's financial markets.",NA,"401",NA
"The consequences have been bad for everyone except federal regulators.",NA,"401",NA
"Rather than address the cause of the crisis — the government's own housing policies",NA,"305.1",NA
"— the new law extended government control over the economy by creating new unaccountable bureaucracies.",NA,"201.1",NA
"Predictably, central planning of our financial sector has not created jobs, it has killed them.",NA,"401",NA
"It has not limited risks, it has created more.",NA,"401",NA
"It has not encouraged economic growth, it has shackled it.",NA,"410",NA
"Since the enactment of Dodd-Frank, the number of community banks has significantly declined,",NA,"401",NA
"and the cost and complexity of complying with the law has created impediments to the remaining banks' ability to support the customers they serve.",NA,"402",NA
"From 13,000 community banks in 1985, only 1,900 remain.",NA,"401",NA
"Still, the majority of agricultural loans and small business loans are made by community banks.",NA,"401",NA
"From start-ups foregone to home loans not made, Dodd-Frank’s excessive regulation and burdensome requirements have helped contribute to the slow economy we all endure today  under President Obama and the Democrats.",NA,"401",NA
"Community banks are essential to ensuring small businesses have easy and affordable access to the capital they need to grow and prosper.",NA,"401",NA
"Community banks should be relieved of excessive regulations.",NA,"401",NA
"We support removing roadblocks and regulations that prevent access to capital.",NA,"401",NA
"The worst of Dodd-Frank is the Consumer Financial Protection Bureau, deliberately designed to be a rogue agency.",NA,"401",NA
"It answers to neither Congress nor the executive,",NA,"202.3",NA
"has its own guaranteed funding outside the appropriations process,",NA,"202.3",NA
"and uses its slush fund to steer settlements to politically favored groups.",NA,"304",NA
"Its Director has dictatorial powers unique in the American Republic.",NA,"202.3",NA
"Its regulatory harassment of local and regional banks, the source of most home mortgages and small business loans, advantages big banks",NA,"401",NA
"and makes it harder for Americans to buy a home.",NA,"401",NA
"Its one-size-fits-all approach to every issue threatens the diversity of the country’s financial system",NA,"403",NA
"and would leave us with just a few enormous institutions, as in many European countries.",NA,"403",NA
"If the Bureau is not abolished, it should be subjected to congressional appropriation.",NA,"202.3",NA
"In that way, consumer protection in the financial markets can be advanced through measures that are both effective and constitutional.",NA,"403",NA
"Any settlements arising from statutory violations by financial institutions must be used to make whole the harmed consumers,",NA,"403",NA
"with any remaining proceeds given to the general Treasury.",NA,"403",NA
"Diversion of settlement funds to politically- connected parties should be a criminal offense.",NA,"304",NA
"Republicans believe that no financial institution is too big to fail.",NA,"403",NA
"We support legislation to ensure that the problems of any financial institution can be resolved through the Bankruptcy Code.",NA,"403",NA
"We endorse prudent regulation of the banking system to ensure that FDIC-regulated banks are properly capitalized",NA,"403",NA
"and taxpayers are protected against bailouts.",NA,"403",NA
"We will end the government’s use of disparate impact theory in enforcing anti-discrimination laws with regard to lending.",NA,"401",NA
"Responsible Homeownership and Rental Opportunities",NA,"H",NA
"Homeownership expands personal liberty,",NA,"201.1",NA
"builds communities,",NA,"606.1",NA
"and helps Americans create wealth.",NA,"410",NA
"“The American Dream” is not a stale slogan.",NA,"601.1",NA
"It is the lived reality that expresses the aspirations of all our people.",NA,"601.1",NA
"It means a decent place to live,",NA,"401",NA
"a safe place to raise kids,",NA,"603",NA
"a welcoming place to retire.",NA,"503",NA
"It bespeaks the quiet pride of those who work hard to shelter their family",NA,"603",NA
"and, in the process, create caring neighborhoods.",NA,"606.1",NA
"The Great Recession devastated the housing market.",NA,"403",NA
"U.S. taxpayers paid billions to rescue Freddie Mac and Fannie Mae,",NA,"403",NA
"the latter managed and controlled by senior officials from the Carter and Clinton Administrations,",NA,"305.1",NA
"and to cover the losses of the poorly-managed Federal Housing Administration.",NA,"403",NA
"Millions lost their homes, millions more lost value in their homes.",NA,"403",NA
"More than six million households had to move from homeownership to renting.",NA,"403",NA
"Rental costs escalated so that today nearly 12 million families spend more than 50 percent of their incomes just on rent.",NA,"403",NA
"The national homeownership rate has sharply fallen",NA,"403",NA
"and the rate for minority households and young adults has plummeted.",NA,"503",NA
"So many remain unemployed or underemployed,",NA,"701",NA
"and for the lucky ones with jobs, rising rents make it harder to save for a mortgage.",NA,"403",NA
"There is a growing sense that our national standard of living will never be as high as it was in the past.",NA,"410",NA
"We understand that pessimism but do not share it,",NA,"410",NA
"for we believe that sound public policies can restore growth to our economy, vigor to the housing market, and hope to those who are now on the margins of prosperity.",NA,"410",NA
"Our goal is to advance responsible home- ownership while guarding against the abuses that led to the housing collapse.",NA,"403",NA
"We must scale back the federal role in the housing market,",NA,"401",NA
"promote responsibility on the part of borrowers and lenders,",NA,"401",NA
"and avoid future taxpayer bailouts.",NA,"401",NA
"Reforms should provide clear and prudent underwriting standards and guidelines on predatory lending and acceptable lending practices.",NA,"403",NA
"Compliance with regulatory standards should constitute a legal safe harbor to guard against opportunistic litigation by trial lawyers.",NA,"403",NA
"We call for a comprehensive review of federal regulations,",NA,"401",NA
"especially those dealing with the environment,",NA,"401",NA
"that make it harder and more costly for Americans to rent, buy, or sell homes.",NA,"401",NA
"For nine years, Fannie Mae and Freddie Mac have been in conservatorship and the current Administration and Democrats have prevented any effort to reform them.",NA,"305.1",NA
"Their corrupt business model lets shareholders and executives reap huge profits while the taxpayers cover all loses.",NA,"304",NA
